,SoBD,Toan,Van,Anh,Ly,Hoa,Sinh,Su,Dia,GDCD,Unnamed: 10,KhoiA,KhoiB,KhoiC,KhoiD,KhoiA1,Ma Tinh,Ten Tinh,Vung mien
121654,121655,5.8,7.25,3.6,5.0,3.75,5.75,3.75,7.25,7.5,,14.55,15.3,18.25,16.65,14.4,21, Hai Duong,Mien Bac
121674,121675,4.8,6.25,2.4,5.0,2.5,4.25,4.25,6.25,7.25,,12.3,11.55,16.75,13.45,12.2,21, Hai Duong,Mien Bac
121688,121689,6.4,7.5,7.0,7.0,3.0,3.75,3.5,6.0,6.5,,16.4,13.15,17.0,20.9,20.4,21, Hai Duong,Mien Bac
121700,121701,5.8,3.75,2.8,3.5,3.25,4.75,3.75,4.25,7.25,,12.55,13.8,11.75,12.35,12.1,21, Hai Duong,Mien Bac
121748,121749,5.8,5.75,3.2,4.5,3.75,3.75,3.75,5.5,8.5,,14.05,13.3,15.0,14.75,13.5,21, Hai Duong,Mien Bac
121772,121773,6.2,5.5,3.8,5.5,5.25,3.25,3.25,5.0,6.0,,16.95,14.7,13.75,15.5,15.5,21, Hai Duong,Mien Bac
121809,121810,3.4,4.0,2.8,2.0,2.75,3.75,2.5,5.25,6.5,,8.15,9.9,11.75,10.2,8.2,21, Hai Duong,Mien Bac
121811,121812,3.2,5.25,3.6,3.25,2.75,4.5,3.0,5.0,6.25,,9.2,10.45,13.25,12.05,10.05,21, Hai Duong,Mien Bac
121812,121813,2.0,4.0,2.8,2.25,3.25,3.5,2.5,3.0,4.75,,7.5,8.75,9.5,8.8,7.05,21, Hai Duong,Mien Bac
121817,121818,5.4,4.0,1.8,3.0,3.0,2.25,2.75,3.5,4.75,,11.4,10.65,10.25,11.2,10.2,21, Hai Duong,Mien Bac
121818,121819,2.6,3.25,2.8,2.75,3.5,3.75,2.25,4.25,6.25,,8.85,9.85,9.75,8.65,8.15,21, Hai Duong,Mien Bac
121825,121826,5.6,5.5,2.8,4.5,3.75,4.25,5.5,6.75,8.5,,13.85,13.6,17.75,13.9,12.9,21, Hai Duong,Mien Bac
121832,121833,5.8,6.0,3.0,5.0,3.25,4.0,3.25,6.5,8.0,,14.05,13.05,15.75,14.8,13.8,21, Hai Duong,Mien Bac
121865,121866,2.8,2.75,3.9335434349801064,3.75,3.0,2.75,2.0,3.5,,,9.55,8.55,8.25,14.2,,21, Hai Duong,Mien Bac
121907,121908,4.6,4.5,3.2,3.5,3.0,4.5,3.5,5.25,8.0,,11.1,12.1,13.25,12.3,11.3,21, Hai Duong,Mien Bac
121920,121921,3.4,6.0,3.9335434349801064,2.5,2.5,2.25,3.0,5.0,,,8.4,8.15,14.0,14.2,,21, Hai Duong,Mien Bac
121925,121926,4.6,6.0,2.8,3.25,2.25,1.75,4.0,5.75,6.25,,10.1,8.6,15.75,13.4,10.65,21, Hai Duong,Mien Bac
121939,121940,4.6,5.0,3.2,3.5,4.0,3.75,2.75,4.5,5.25,,12.1,12.35,12.25,12.8,11.3,21, Hai Duong,Mien Bac
121995,121996,6.2,5.25,3.4,4.0,4.25,4.0,4.0,4.5,8.25,,14.45,14.45,13.75,14.85,13.6,21, Hai Duong,Mien Bac
121998,121999,4.6,6.25,2.4,3.5,2.25,2.0,3.0,3.25,6.25,,10.35,8.85,12.5,13.25,10.5,21, Hai Duong,Mien Bac
122003,122004,5.2,6.25,3.2,3.5,4.75,4.0,4.75,5.0,7.25,,13.45,13.95,16.0,14.65,11.9,21, Hai Duong,Mien Bac
122057,122058,4.0,4.5,2.4,3.25,3.25,5.0,2.5,5.5,6.75,,10.5,12.25,12.5,10.9,9.65,21, Hai Duong,Mien Bac
122058,122059,3.2,6.0,3.2,0.75,2.25,3.75,1.75,5.5,7.0,,6.2,9.2,13.25,12.4,7.15,21, Hai Duong,Mien Bac
122077,122078,4.0,0.5,2.6,1.75,2.75,3.25,3.0,4.0,5.0,,8.5,10.0,7.5,7.1,8.35,21, Hai Duong,Mien Bac
122078,122079,4.2,4.25,3.0,3.0,1.75,3.5,3.0,5.0,5.5,,8.95,9.45,12.25,11.45,10.2,21, Hai Duong,Mien Bac
122079,122080,2.4,4.25,1.8,2.5,3.0,3.0,2.25,4.0,5.75,,7.9,8.4,10.5,8.45,6.7,21, Hai Duong,Mien Bac
122083,122084,3.4,4.25,3.4,2.5,3.0,3.75,3.5,5.0,4.5,,8.9,10.15,12.75,11.05,9.3,21, Hai Duong,Mien Bac
122090,122091,3.2,5.5,2.0,2.25,2.5,4.0,3.25,4.25,5.0,,7.95,9.7,13.0,10.7,7.45,21, Hai Duong,Mien Bac
122091,122092,3.6,5.0,3.4,3.25,3.25,3.0,3.75,4.5,7.5,,10.1,9.85,13.25,12.0,10.25,21, Hai Duong,Mien Bac
122092,122093,2.2,2.75,2.4,3.25,3.25,3.0,3.0,4.25,6.25,,8.7,8.45,10.0,7.35,7.85,21, Hai Duong,Mien Bac
122093,122094,3.0,4.25,2.4,3.25,3.75,4.75,5.0,6.5,7.75,,10.0,11.5,15.75,9.65,8.65,21, Hai Duong,Mien Bac
122102,122103,6.2,6.5,3.4,5.25,5.0,3.75,4.75,5.5,8.25,,16.45,14.95,16.75,16.1,14.85,21, Hai Duong,Mien Bac
122152,122153,6.0,3.75,1.4,6.25,4.75,2.75,3.25,3.75,6.0,,17.0,13.5,10.75,11.15,13.65,21, Hai Duong,Mien Bac
122164,122165,4.2,4.75,3.9335434349801064,1.5,2.75,4.0,4.0,4.25,,,8.45,10.95,13.0,14.2,,21, Hai Duong,Mien Bac
122241,122242,3.2,4.25,1.4,2.25,1.0,2.25,1.5,5.25,6.75,,6.45,6.45,11.0,8.85,6.85,21, Hai Duong,Mien Bac
122243,122244,2.8,3.25,3.0,3.0,2.5,2.0,2.5,3.0,4.75,,8.3,7.3,8.75,9.05,8.8,21, Hai Duong,Mien Bac
122246,122247,4.8,6.5,2.8,2.75,2.5,3.75,2.75,5.0,7.5,,10.05,11.05,14.25,14.1,10.35,21, Hai Duong,Mien Bac
122247,122248,4.0,4.25,2.2,2.25,3.0,5.5,3.0,5.0,6.0,,9.25,12.5,12.25,10.45,8.45,21, Hai Duong,Mien Bac
122256,122257,4.8,7.0,3.8,5.75,4.25,4.75,3.75,5.5,6.75,,14.8,13.8,16.25,15.6,14.35,21, Hai Duong,Mien Bac
122298,122299,1.8,3.0,4.0,2.75,3.5,3.25,2.25,3.5,6.25,,8.05,8.55,8.75,8.8,8.55,21, Hai Duong,Mien Bac
122299,122300,3.0,6.0,2.0,2.25,2.0,3.75,4.25,4.5,7.75,,7.25,8.75,14.75,11.0,7.25,21, Hai Duong,Mien Bac
122302,122303,4.8,4.25,1.8,4.0,2.25,3.25,2.25,3.75,6.25,,11.05,10.3,10.25,10.85,10.6,21, Hai Duong,Mien Bac
122360,122361,5.2,6.0,2.4,2.5,4.75,5.25,5.0,7.0,7.5,,12.45,15.2,18.0,13.6,10.1,21, Hai Duong,Mien Bac
122361,122362,4.4,7.0,2.4,3.0,3.0,4.25,4.5,5.5,7.0,,10.4,11.65,17.0,13.8,9.8,21, Hai Duong,Mien Bac
122483,122484,4.8,6.25,3.6,3.5,6.25,4.5,4.0,6.75,6.0,,14.55,15.55,17.0,14.65,11.9,21, Hai Duong,Mien Bac
122491,122492,5.2,6.5,2.8,3.75,3.75,5.0,2.0,5.5,5.75,,12.7,13.95,14.0,14.5,11.75,21, Hai Duong,Mien Bac
122527,122528,6.6,6.25,3.2,6.0,5.5,3.75,4.5,6.0,7.5,,18.1,15.85,16.75,16.05,15.8,21, Hai Duong,Mien Bac
122530,122531,5.8,6.75,3.2,3.0,2.75,3.75,5.0,7.25,8.0,,11.55,12.3,19.0,15.75,12.0,21, Hai Duong,Mien Bac
122548,122549,5.8,6.0,4.0,4.75,3.25,4.5,4.0,6.0,8.5,,13.8,13.55,16.0,15.8,14.55,21, Hai Duong,Mien Bac
122584,122585,3.4,3.5,2.6,3.0,3.5,4.25,3.75,6.25,7.25,,9.9,11.15,13.5,9.5,9.0,21, Hai Duong,Mien Bac
122601,122602,7.0,4.25,5.2,6.0,2.5,3.75,3.5,6.25,7.75,,15.5,13.25,14.0,16.45,18.2,21, Hai Duong,Mien Bac
122818,122819,5.4,7.5,7.0,6.25,2.0,4.0,4.75,5.5,8.25,,13.65,11.4,17.75,19.9,18.65,21, Hai Duong,Mien Bac
122829,122830,6.4,5.75,1.8,3.0,4.5,5.25,4.0,6.25,8.5,,13.9,16.15,16.0,13.95,11.2,21, Hai Duong,Mien Bac
122883,122884,2.2,3.0,3.6,3.25,3.25,3.5,2.0,5.0,6.75,,8.7,8.95,10.0,8.8,9.05,21, Hai Duong,Mien Bac
122884,122885,4.6,3.5,2.8,2.75,2.5,3.75,3.75,6.0,7.5,,9.85,10.85,13.25,10.9,10.15,21, Hai Duong,Mien Bac
122886,122887,2.4,3.25,2.8,3.25,3.75,2.25,2.5,4.25,6.0,,9.4,8.4,10.0,8.45,8.45,21, Hai Duong,Mien Bac
122998,122999,4.4,5.0,2.0,3.0,3.0,3.25,4.75,5.25,7.5,,10.4,10.65,15.0,11.4,9.4,21, Hai Duong,Mien Bac
123073,123074,5.4,6.75,3.0,3.0,3.0,5.0,3.75,6.75,8.0,,11.4,13.4,17.25,15.15,11.4,21, Hai Duong,Mien Bac
123125,123126,6.0,7.25,5.4,4.5,3.25,4.0,3.75,5.75,7.0,,13.75,13.25,16.75,18.65,15.9,21, Hai Duong,Mien Bac
123175,123176,5.4,7.25,2.8,3.5,3.75,4.25,4.0,5.75,7.5,,12.65,13.4,17.0,15.45,11.7,21, Hai Duong,Mien Bac
123322,123323,7.0,6.25,4.2,5.5,3.5,6.5,6.0,6.0,7.25,,16.0,17.0,18.25,17.45,16.7,21, Hai Duong,Mien Bac
123342,123343,4.2,5.75,3.0,2.75,2.5,3.25,3.75,6.25,7.75,,9.45,9.95,15.75,12.95,9.95,21, Hai Duong,Mien Bac
123343,123344,4.8,7.0,2.4,3.25,2.5,3.75,4.0,5.0,6.0,,10.55,11.05,16.0,14.2,10.45,21, Hai Duong,Mien Bac
123345,123346,3.4,3.0,2.0,3.25,2.25,4.0,3.75,5.0,7.0,,8.9,9.65,11.75,8.4,8.65,21, Hai Duong,Mien Bac
123358,123359,3.8,5.25,3.0,2.75,2.5,3.25,3.5,4.0,6.25,,9.05,9.55,12.75,12.05,9.55,21, Hai Duong,Mien Bac
123386,123387,4.2,5.0,3.0,3.5,2.25,3.0,3.25,4.75,7.0,,9.95,9.45,13.0,12.2,10.7,21, Hai Duong,Mien Bac
123390,123391,5.6,7.25,3.2,2.75,4.0,2.5,2.75,5.25,9.0,,12.35,12.1,15.25,16.05,11.55,21, Hai Duong,Mien Bac
123391,123392,3.6,3.25,3.4,2.75,2.5,2.75,2.0,6.25,6.75,,8.85,8.85,11.5,10.25,9.75,21, Hai Duong,Mien Bac
123392,123393,3.0,3.0,2.4,3.0,3.0,3.0,3.0,4.75,6.5,,9.0,9.0,10.75,8.4,8.4,21, Hai Duong,Mien Bac
123478,123479,4.8,5.25,1.8,4.25,3.5,2.5,5.0,5.5,6.5,,12.55,10.8,15.75,11.85,10.85,21, Hai Duong,Mien Bac
123509,123510,5.6,6.0,2.4,4.25,4.25,5.75,4.5,5.25,6.25,,14.1,15.6,15.75,14.0,12.25,21, Hai Duong,Mien Bac
123588,123589,7.6,5.5,7.2,3.25,8.0,3.25,3.25,5.5,6.5,,18.85,18.85,14.25,20.3,18.05,21, Hai Duong,Mien Bac
123616,123617,4.8,5.5,1.6,3.25,2.5,3.75,2.75,4.5,7.5,,10.55,11.05,12.75,11.9,9.65,21, Hai Duong,Mien Bac
123633,123634,4.2,5.0,2.4,4.75,5.0,2.75,5.5,2.5,4.75,,13.95,11.95,13.0,11.6,11.35,21, Hai Duong,Mien Bac
123640,123641,6.8,4.25,2.0,5.75,6.25,4.75,5.0,6.5,7.5,,18.8,17.8,15.75,13.05,14.55,21, Hai Duong,Mien Bac
123648,123649,6.2,7.0,5.4,4.75,2.75,5.25,2.75,6.0,6.5,,13.7,14.2,15.75,18.6,16.35,21, Hai Duong,Mien Bac
123715,123716,6.0,7.0,3.4,4.0,4.25,4.5,3.75,8.25,7.5,,14.25,14.75,19.0,16.4,13.4,21, Hai Duong,Mien Bac
123725,123726,5.2,8.0,3.6,3.0,3.75,4.25,3.75,6.0,8.0,,11.95,13.2,17.75,16.8,11.8,21, Hai Duong,Mien Bac
123726,123727,4.4,7.0,3.2,3.75,1.5,2.0,3.25,5.25,7.5,,9.65,7.9,15.5,14.6,11.35,21, Hai Duong,Mien Bac
123860,123861,4.4,5.5,2.6,3.0,3.25,3.75,3.0,5.0,7.0,,10.65,11.4,13.5,12.5,10.0,21, Hai Duong,Mien Bac
123866,123867,4.8,4.5,1.8,3.0,2.25,3.75,2.25,5.75,6.25,,10.05,10.8,12.5,11.1,9.6,21, Hai Duong,Mien Bac
123868,123869,5.6,6.0,2.2,3.25,2.25,3.75,3.5,4.5,7.5,,11.1,11.6,14.0,13.8,11.05,21, Hai Duong,Mien Bac
123905,123906,5.2,5.0,3.8,4.0,4.25,4.25,3.75,6.5,7.0,,13.45,13.7,15.25,14.0,13.0,21, Hai Duong,Mien Bac
123907,123908,6.2,7.75,3.2,3.5,4.5,5.5,5.25,7.25,7.25,,14.2,16.2,20.25,17.15,12.9,21, Hai Duong,Mien Bac
123926,123927,5.8,4.25,4.8,3.25,3.25,3.0,4.25,5.5,8.0,,12.3,12.05,14.0,14.85,13.85,21, Hai Duong,Mien Bac
123927,123928,4.8,4.5,3.4,3.5,4.25,4.5,3.25,5.0,7.0,,12.55,13.55,12.75,12.7,11.7,21, Hai Duong,Mien Bac
123988,123989,5.2,6.25,2.8,5.25,4.0,3.0,4.75,6.0,7.5,,14.45,12.2,17.0,14.25,13.25,21, Hai Duong,Mien Bac
123991,123992,5.0,6.75,1.8,3.0,2.5,4.0,4.0,5.75,7.0,,10.5,11.5,16.5,13.55,9.8,21, Hai Duong,Mien Bac
123993,123994,3.8,7.5,2.6,2.75,5.0,3.25,2.5,5.75,6.25,,11.55,12.05,15.75,13.9,9.15,21, Hai Duong,Mien Bac
123998,123999,4.2,6.5,2.6,1.75,3.75,3.0,3.25,5.5,5.5,,9.7,10.95,15.25,13.3,8.55,21, Hai Duong,Mien Bac
124004,124005,6.4,4.75,3.0,4.5,5.25,4.75,3.0,6.75,7.5,,16.15,16.4,14.5,14.15,13.9,21, Hai Duong,Mien Bac
124170,124171,5.0,7.0,1.8,2.75,3.25,4.0,3.5,5.0,7.25,,11.0,12.25,15.5,13.8,9.55,21, Hai Duong,Mien Bac
124202,124203,6.2,6.5,4.8,4.5,5.0,3.75,2.75,5.0,6.5,,15.7,14.95,14.25,17.5,15.5,21, Hai Duong,Mien Bac
124255,124256,4.0,6.0,1.6,2.5,1.25,3.0,5.0,5.25,7.25,,7.75,8.25,16.25,11.6,8.1,21, Hai Duong,Mien Bac
124266,124267,4.0,6.75,2.8,3.75,3.75,4.75,3.5,4.5,7.75,,11.5,12.5,14.75,13.55,10.55,21, Hai Duong,Mien Bac
124299,124300,5.2,7.5,3.0,2.5,3.0,4.0,4.0,6.25,9.5,,10.7,12.2,17.75,15.7,10.7,21, Hai Duong,Mien Bac
124435,124436,7.6,5.0,5.8,6.75,4.25,6.0,2.0,4.25,5.75,,18.6,17.85,11.25,18.4,20.15,21, Hai Duong,Mien Bac
124465,124466,3.0,4.0,2.2,3.25,2.5,2.75,3.75,4.25,5.75,,8.75,8.25,12.0,9.2,8.45,21, Hai Duong,Mien Bac
124466,124467,3.0,4.0,3.0,1.25,2.75,4.25,4.75,3.5,5.5,,7.0,10.0,12.25,10.0,7.25,21, Hai Duong,Mien Bac
124468,124469,5.0,3.25,3.2,2.75,3.25,4.25,3.25,4.5,6.5,,11.0,12.5,11.0,11.45,10.95,21, Hai Duong,Mien Bac
124469,124470,3.2,4.0,2.4,2.25,2.75,3.0,2.25,4.25,6.0,,8.2,8.95,10.5,9.6,7.85,21, Hai Duong,Mien Bac
124472,124473,3.4,5.75,1.4,2.5,2.5,3.75,3.5,5.5,6.5,,8.4,9.65,14.75,10.55,7.3,21, Hai Duong,Mien Bac
124503,124504,4.8,5.25,3.0,5.5,3.25,4.5,3.5,5.5,8.5,,13.55,12.55,14.25,13.05,13.3,21, Hai Duong,Mien Bac
124505,124506,3.2,3.5,3.6,3.25,3.5,4.25,2.5,4.5,6.0,,9.95,10.95,10.5,10.3,10.05,21, Hai Duong,Mien Bac
124506,124507,3.6,2.0,2.2,3.25,1.75,1.25,2.5,5.0,6.75,,8.6,6.6,9.5,7.8,9.05,21, Hai Duong,Mien Bac
124507,124508,5.0,3.75,2.8,2.75,2.0,2.5,3.0,4.25,6.75,,9.75,9.5,11.0,11.55,10.55,21, Hai Duong,Mien Bac
124593,124594,3.2,7.25,3.2,4.5,2.75,3.5,4.5,5.0,6.75,,10.45,9.45,16.75,13.65,10.9,21, Hai Duong,Mien Bac
124677,124678,5.2,3.5,3.4,3.25,3.0,4.0,3.25,6.0,7.5,,11.45,12.2,12.75,12.1,11.85,21, Hai Duong,Mien Bac
124697,124698,4.6,6.0,3.2,4.25,2.25,4.5,4.0,7.5,8.75,,11.1,11.35,17.5,13.8,12.05,21, Hai Duong,Mien Bac
124769,124770,3.2,6.5,2.6,2.5,2.25,3.75,3.5,5.5,6.25,,7.95,9.2,15.5,12.3,8.3,21, Hai Duong,Mien Bac
124770,124771,4.4,7.25,2.2,1.75,1.5,3.0,2.5,2.5,6.75,,7.65,8.9,12.25,13.85,8.35,21, Hai Duong,Mien Bac
124809,124810,4.4,5.25,3.2,2.25,3.25,4.0,3.0,5.25,5.5,,9.9,11.65,13.5,12.85,9.85,21, Hai Duong,Mien Bac
124829,124830,5.2,5.25,2.4,3.0,3.5,5.0,4.25,5.25,7.0,,11.7,13.7,14.75,12.85,10.6,21, Hai Duong,Mien Bac
124840,124841,6.0,5.75,3.4,4.75,3.25,4.75,5.5,7.25,8.25,,14.0,14.0,18.5,15.15,14.15,21, Hai Duong,Mien Bac
124879,124880,5.8,5.25,2.6,4.5,4.75,3.75,2.5,5.75,8.25,,15.05,14.3,13.5,13.65,12.9,21, Hai Duong,Mien Bac
125002,125003,5.4,5.75,4.0,4.0,4.5,3.75,3.5,6.0,8.0,,13.9,13.65,15.25,15.15,13.4,21, Hai Duong,Mien Bac
125031,125032,3.2,2.25,2.6,1.75,2.0,3.75,3.75,4.5,4.5,,6.95,8.95,10.5,8.05,7.55,21, Hai Duong,Mien Bac
125056,125057,6.0,6.75,6.0,3.75,4.75,5.25,3.5,5.75,8.25,,14.5,16.0,16.0,18.75,15.75,21, Hai Duong,Mien Bac
125057,125058,4.8,7.0,2.8,6.0,6.25,4.0,4.5,6.0,7.75,,17.05,15.05,17.5,14.6,13.6,21, Hai Duong,Mien Bac
125071,125072,3.6,4.0,3.0,2.25,2.75,3.25,2.0,5.25,6.0,,8.6,9.6,11.25,10.6,8.85,21, Hai Duong,Mien Bac
125157,125158,5.0,3.75,3.8,4.75,3.25,4.0,2.25,4.75,6.0,,13.0,12.25,10.75,12.55,13.55,21, Hai Duong,Mien Bac
125160,125161,5.6,7.25,3.8,5.25,4.25,5.75,3.5,7.0,7.0,,15.1,15.6,17.75,16.65,14.65,21, Hai Duong,Mien Bac
125232,125233,4.0,7.0,3.2,2.75,3.25,4.0,4.25,5.75,6.75,,10.0,11.25,17.0,14.2,9.95,21, Hai Duong,Mien Bac
125234,125235,4.6,5.75,4.4,4.75,4.5,4.25,5.25,7.25,7.25,,13.85,13.35,18.25,14.75,13.75,21, Hai Duong,Mien Bac
125236,125237,5.8,6.25,3.4,5.25,2.75,3.25,3.5,4.75,6.75,,13.8,11.8,14.5,15.45,14.45,21, Hai Duong,Mien Bac
125277,125278,4.8,6.5,4.0,4.25,5.75,2.25,2.75,3.5,6.5,,14.8,12.8,12.75,15.3,13.05,21, Hai Duong,Mien Bac
125283,125284,6.2,4.75,3.6,4.0,4.0,4.0,3.25,6.0,7.25,,14.2,14.2,14.0,14.55,13.8,21, Hai Duong,Mien Bac
125302,125303,4.6,5.75,2.6,3.5,3.25,4.0,4.25,5.5,7.0,,11.35,11.85,15.5,12.95,10.7,21, Hai Duong,Mien Bac
125326,125327,4.6,6.0,1.6,2.5,3.25,3.75,2.0,4.0,5.75,,10.35,11.6,12.0,12.2,8.7,21, Hai Duong,Mien Bac
125328,125329,4.2,4.0,1.6,2.75,3.25,4.25,3.25,4.75,7.25,,10.2,11.7,12.0,9.8,8.55,21, Hai Duong,Mien Bac
125337,125338,8.0,3.5,8.2,5.5,3.0,5.0,5.0,6.5,9.0,,16.5,16.0,15.0,19.7,21.7,21, Hai Duong,Mien Bac
125353,125354,4.2,7.5,2.0,3.5,2.75,4.25,2.5,3.75,6.75,,10.45,11.2,13.75,13.7,9.7,21, Hai Duong,Mien Bac
125570,125571,5.2,7.0,7.4,2.25,3.75,5.75,4.0,6.75,7.75,,11.2,14.7,17.75,19.6,14.85,21, Hai Duong,Mien Bac
125575,125576,5.6,3.75,3.4,4.75,3.75,5.25,4.75,7.25,7.75,,14.1,14.6,15.75,12.75,13.75,21, Hai Duong,Mien Bac
125629,125630,4.4,6.25,3.0,1.75,2.25,5.0,2.75,6.5,7.0,,8.4,11.65,15.5,13.65,9.15,21, Hai Duong,Mien Bac
125751,125752,5.4,6.25,2.6,3.0,4.5,5.75,5.5,7.5,6.75,,12.9,15.65,19.25,14.25,11.0,21, Hai Duong,Mien Bac
125755,125756,6.4,3.25,3.4,6.75,4.5,3.5,2.5,2.25,6.75,,17.65,14.4,8.0,13.05,16.55,21, Hai Duong,Mien Bac
125764,125765,6.2,6.25,4.2,3.0,4.0,4.5,5.0,4.75,8.0,,13.2,14.7,16.0,16.65,13.4,21, Hai Duong,Mien Bac
125778,125779,4.6,4.25,3.4,3.5,4.0,4.0,3.75,5.75,5.75,,12.1,12.6,13.75,12.25,11.5,21, Hai Duong,Mien Bac
125790,125791,2.8,5.5,2.0,2.0,1.25,2.25,3.75,5.5,7.25,,6.05,6.3,14.75,10.3,6.8,21, Hai Duong,Mien Bac
125842,125843,3.4,6.75,2.8,3.0,3.5,2.75,2.5,4.25,6.0,,9.9,9.65,13.5,12.95,9.2,21, Hai Duong,Mien Bac
125856,125857,4.2,4.0,3.0,3.25,4.0,3.5,3.5,5.25,7.0,,11.45,11.7,12.75,11.2,10.45,21, Hai Duong,Mien Bac
125858,125859,2.8,5.0,2.6,2.75,2.25,2.5,3.25,4.75,7.0,,7.8,7.55,13.0,10.4,8.15,21, Hai Duong,Mien Bac
125859,125860,3.2,3.0,2.6,2.0,1.5,2.5,2.5,5.25,8.25,,6.7,7.2,10.75,8.8,7.8,21, Hai Duong,Mien Bac
125866,125867,4.8,5.5,4.4,2.5,2.5,4.75,3.75,5.75,7.5,,9.8,12.05,15.0,14.7,11.7,21, Hai Duong,Mien Bac
125922,125923,6.2,5.75,2.8,5.25,6.0,6.75,4.25,7.5,8.25,,17.45,18.95,17.5,14.75,14.25,21, Hai Duong,Mien Bac
125973,125974,7.6,5.5,3.6,7.75,6.0,4.0,3.5,3.5,7.25,,21.35,17.6,12.5,16.7,18.95,21, Hai Duong,Mien Bac
125995,125996,5.8,6.25,3.6,5.0,4.5,5.25,4.25,6.75,7.5,,15.3,15.55,17.25,15.65,14.4,21, Hai Duong,Mien Bac
126001,126002,5.6,5.75,3.4,6.0,3.75,3.5,4.25,6.75,7.0,,15.35,12.85,16.75,14.75,15.0,21, Hai Duong,Mien Bac
126036,126037,5.4,4.75,2.6,5.75,3.75,4.0,4.0,5.5,7.75,,14.9,13.15,14.25,12.75,13.75,21, Hai Duong,Mien Bac
126044,126045,5.4,7.25,3.0,3.5,3.75,5.75,4.25,6.75,7.0,,12.65,14.9,18.25,15.65,11.9,21, Hai Duong,Mien Bac
126049,126050,4.8,3.0,3.4,1.5,1.5,3.75,2.75,5.25,7.75,,7.8,10.05,11.0,11.2,9.7,21, Hai Duong,Mien Bac
126054,126055,5.2,5.25,2.6,4.25,2.5,5.0,3.25,5.25,6.5,,11.95,12.7,13.75,13.05,12.05,21, Hai Duong,Mien Bac
126055,126056,3.8,3.75,3.6,2.75,3.75,5.0,3.75,6.0,6.25,,10.3,12.55,13.5,11.15,10.15,21, Hai Duong,Mien Bac
126056,126057,6.2,5.75,3.2,2.5,5.25,4.0,4.5,6.0,7.5,,13.95,15.45,16.25,15.15,11.9,21, Hai Duong,Mien Bac
126058,126059,6.0,5.0,3.4,3.75,4.25,4.75,2.5,6.25,8.25,,14.0,15.0,13.75,14.4,13.15,21, Hai Duong,Mien Bac
126081,126082,4.6,5.25,3.0,4.5,3.25,3.25,4.5,6.5,7.5,,12.35,11.1,16.25,12.85,12.1,21, Hai Duong,Mien Bac
126088,126089,6.2,7.5,2.6,5.25,5.25,5.0,4.0,6.5,8.25,,16.7,16.45,18.0,16.3,14.05,21, Hai Duong,Mien Bac
126114,126115,5.2,4.5,3.2,3.25,3.25,4.5,4.0,5.75,7.0,,11.7,12.95,14.25,12.9,11.65,21, Hai Duong,Mien Bac
126115,126116,4.4,4.0,3.6,2.0,4.75,4.25,4.75,6.25,7.0,,11.15,13.4,15.0,12.0,10.0,21, Hai Duong,Mien Bac
126116,126117,3.6,4.75,2.4,4.0,2.5,4.0,3.25,6.5,7.25,,10.1,10.1,14.5,10.75,10.0,21, Hai Duong,Mien Bac
126135,126136,6.0,7.0,5.0,5.5,6.0,5.25,4.25,5.25,7.75,,17.5,17.25,16.5,18.0,16.5,21, Hai Duong,Mien Bac
126168,126169,5.6,7.5,4.0,4.5,4.75,3.5,4.75,5.25,7.25,,14.85,13.85,17.5,17.1,14.1,21, Hai Duong,Mien Bac
126185,126186,5.4,5.5,2.8,4.5,4.25,5.0,4.0,5.5,7.0,,14.15,14.65,15.0,13.7,12.7,21, Hai Duong,Mien Bac
126190,126191,7.6,6.25,4.2,2.75,3.75,5.75,5.0,6.25,9.5,,14.1,17.1,17.5,18.05,14.55,21, Hai Duong,Mien Bac
126224,126225,4.6,5.5,3.2,1.5,1.75,3.5,2.25,4.0,7.5,,7.85,9.85,11.75,13.3,9.3,21, Hai Duong,Mien Bac
126294,126295,6.0,6.0,6.4,7.0,3.25,5.5,3.75,5.0,7.5,,16.25,14.75,14.75,18.4,19.4,21, Hai Duong,Mien Bac
126303,126304,7.2,4.5,5.6,6.25,1.75,2.5,4.25,7.5,7.25,,15.2,11.45,16.25,17.3,19.05,21, Hai Duong,Mien Bac
126321,126322,4.8,3.0,2.0,4.0,3.5,3.75,4.5,6.25,9.25,,12.3,12.05,13.75,9.8,10.8,21, Hai Duong,Mien Bac
126340,126341,4.8,4.75,3.4,2.75,2.5,4.25,4.5,5.75,8.0,,10.05,11.55,15.0,12.95,10.95,21, Hai Duong,Mien Bac
126341,126342,3.6,7.0,2.4,4.25,2.5,3.25,3.0,4.5,7.5,,10.35,9.35,14.5,13.0,10.25,21, Hai Duong,Mien Bac
126348,126349,7.2,7.0,7.2,6.25,4.25,4.25,3.25,6.0,8.25,,17.7,15.7,16.25,21.4,20.65,21, Hai Duong,Mien Bac
126382,126383,5.8,5.0,1.4,3.25,2.25,3.5,4.25,4.5,6.25,,11.3,11.55,13.75,12.2,10.45,21, Hai Duong,Mien Bac
126398,126399,4.4,4.25,2.6,2.75,2.0,3.5,2.75,5.0,6.5,,9.15,9.9,12.0,11.25,9.75,21, Hai Duong,Mien Bac
126439,126440,4.2,5.25,4.0,2.5,1.75,2.25,3.75,5.0,7.25,,8.45,8.2,14.0,13.45,10.7,21, Hai Duong,Mien Bac
